id,platforms
38067,"macOS, PC"
12781,"macOS, PC, Linux"
19058,"PC, macOS, Linux"
11559,"PC, Linux, macOS"
22003,"PC, macOS, Linux"
9873,"Linux, PC"
18285,PC
428121,PC
11323,"Linux, macOS, PC"
15856,PC
484875,PC
20581,"PC, Linux"
60862,PC
13733,PC
9580,PC
15987,"Wii U, Nintendo DS, Android, Wii, Nintendo Switch, PC, iOS"
12574,"macOS, PC"
15089,"macOS, PC, Linux"
19293,PC
904375,PC
18339,PC
11102,PC
17526,"macOS, PC"
16985,"macOS, PC, Linux"
14822,PC
4365,"Dreamcast, Game Boy Color, PlayStation, PlayStation 2, PC"
440072,"PC, macOS"
14398,"Linux, macOS, PC"
62534,PC
13683,"macOS, PC"
13632,"PC, Linux, macOS"
20919,"PC, macOS"
20292,"Android, macOS, PC, Linux, iOS"
227846,"iOS, PC, Android"
17105,PC
9875,"PC, iOS"
19574,PC
22821,"PC, macOS"
10555,"PC, Linux, macOS"
20394,PC
16414,"macOS, PC"
608549,"Linux, macOS, PC"
864212,"Linux, Android, PC, macOS, iOS"
21089,PC
14886,"macOS, PC"
9971,PC
37369,PC
665016,PC
20307,PC
16928,"Linux, PC, macOS"
21169,"macOS, PC"
17594,PC
16099,"Wii U, Nintendo 3DS, PC"
14544,"macOS, Android, Linux, PC, iOS"
19664,"Nintendo DS, Wii, macOS, PC"
10322,"Linux, macOS, PC"
36355,"Linux, Xbox, PC"
15905,"Linux, macOS, PC"
11949,"macOS, PC"
15791,"macOS, PC"
19176,PC
16915,PC
19935,"Linux, macOS, PC"
18289,PC
10529,"macOS, PC, Linux"
21219,"macOS, PC"
14087,"macOS, PC"
19495,PC
321269,PC
14357,"Linux, macOS, PC"
35374,"macOS, Linux, PC"
11357,PC
18234,"PC, macOS"
12460,PC
14171,PC
20470,"PC, macOS"
16243,PC
6303,"Android, macOS, PC, iOS"
50050,PC
11091,"Nintendo 3DS, PC, Linux, macOS"
20883,"macOS, PC"
627634,"iOS, Android, macOS, PC"
20990,PC
17188,PC
309739,"Android, PC, iOS"
16114,PC
21980,"PC, macOS, Linux, iOS"
16164,"PC, macOS, Linux"
11405,PC
19588,PC
20212,PC
20515,PC
15672,PC
18647,"macOS, Linux, PC"
19829,PC
17007,PC
12025,PC
42044,"PC, macOS"
10396,"PC, Linux"
36795,"PlayStation 2, Game Boy Advance, PC, Nintendo DS, Xbox, GameCube"
2155,"PC, Linux, macOS, iOS, Android"
13011,"Nintendo Switch, iOS, PC, macOS, Linux, Android"
16170,"macOS, PC, Linux"
20291,"macOS, PC"
16880,PC
46755,PC
19292,"PC, macOS, iOS"
12585,"iOS, PC"
16009,"PC, macOS, Linux"
7074,"iOS, Android, PC, macOS"
15500,PC
35402,PC
14010,PC
375199,"iOS, macOS, PC"
17937,PC
14928,PC
9638,"macOS, PC"
1311,"Linux, PC, Android, iOS, macOS"
6313,"Android, macOS, PC, Linux, iOS"
14729,PC
18625,PC
11786,"iOS, macOS, PC, Linux"
11109,PC
59894,"Linux, macOS, PC, iOS, Nintendo Switch"
19460,"PC, macOS"
46066,"Nintendo Switch, PC, macOS"
21577,"PC, Nintendo DS"
9472,PC
13749,PC
11071,PC
10369,PC
754881,PC
12935,PC
12475,"PC, Linux"
16406,PC
521738,PC
15771,PC
695867,"Nintendo Switch, PC"
962137,"PC, PlayStation 5, Xbox Series S/X"
18037,PC
17942,"macOS, PC, Nintendo Switch"
29427,"SNES, Game Gear, SEGA Master System, PlayStation, PC, Game Boy, Genesis"
17792,"PC, Linux, macOS"
13127,PC
10573,"PC, macOS, Linux"
9887,PC
11654,PC
284762,PC
7010,"Android, PC, iOS"
2088,"macOS, PC, Linux, Android, iOS"
485041,"PC, macOS, Linux"
32672,"PC, Nintendo 64"
1283,"PC, iOS, macOS, Android"
22896,PC
22485,PC
11251,"macOS, PC, Linux"
20956,PC
11876,"PC, macOS"
17908,PC
17009,"macOS, PC, Linux"
13523,PC
14768,PC
15660,"PC, Linux"
17410,PC
14025,PC
15145,PC
22982,PC
23032,PC
12272,"macOS, PC"
15666,"PC, Linux, macOS"
18369,PC
4377,"Commodore / Amiga, Jaguar, 3DO, SEGA Saturn, Classic Macintosh, PlayStation, PSP, Nintendo 3DS, PC, iOS, SEGA CD, Nintendo DS"
17587,PC
508496,"Nintendo Switch, PC"
12907,PC
301528,"PC, Xbox Series S/X, Nintendo Switch"
17639,PC
38604,PC
10810,"macOS, PC, Linux"
14126,"PC, macOS"
23741,"Android, iOS, PC"
60869,"Android, iOS, PC, macOS"
58568,PC
51350,"iOS, PC"
61311,"Linux, PC, macOS"
30231,"PC, Android"
646277,PC
20765,PC
975393,"PC, PlayStation 5, Xbox Series S/X"
14696,PC
19435,PC
491003,PC
494484,PC
20927,PC
22466,PC
367112,"macOS, Android, iOS, PC"
51209,PC
22803,PC
19173,"macOS, PC"
19192,PC
13424,PC
23188,PC
15257,PC
372593,"Android, iOS, PC"
10450,"PC, Linux, Android, macOS"
20205,"Linux, macOS, PC"
650648,"PC, Xbox Series S/X, PlayStation 5"
20451,"PC, Android"
245719,"PC, macOS, iOS, Android"
14448,PC
13575,"iOS, macOS, PC, Linux"
18600,PC
14086,"macOS, PC"
20864,PC
275629,"PC, iOS"
22774,"macOS, PC, Android"
331267,"PC, Wii"
11033,"Android, PC, macOS"
10578,"PC, Linux, macOS"
10311,"PC, macOS, Linux"
11366,"macOS, PC, Linux"
16638,"Linux, PC"
12400,PC
16413,"PC, macOS"
9166,"macOS, PC, Android, iOS"
702386,PC
17040,PC
10178,"Xbox, Game Boy Advance, Classic Macintosh, PC"
13994,"macOS, PC, iOS"
20513,PC
17577,PC
21413,PC
31412,"Game Boy Advance, PlayStation, PC"
15121,"Linux, PC, macOS"
21368,PC
17050,PC
18448,"Linux, macOS, PC"
19472,PC
15927,"Android, PC"
17084,"iOS, Android, PC, macOS, Linux"
40864,PC
19604,"macOS, PC, iOS"
20287,PC
19596,PC
277957,"PC, macOS, Linux"
20329,PC
49302,"PC, macOS"
20961,PC
9666,"macOS, PC, Linux"
16573,"macOS, PC, Linux"
17421,PC
292957,PC
650621,"PC, PlayStation 5, Xbox Series S/X, Nintendo Switch"
19643,PC
14700,"macOS, PC"
510,"PS Vita, PC, Android, iOS"
23129,PC
502238,PC
12738,"macOS, PC, Linux"
14549,PC
10817,"Wii U, macOS, Linux, PC, Android, iOS"
12293,PC
17997,PC
619744,PC
22980,"PC, Linux, macOS"
11146,"macOS, PC"
7660,"PC, macOS, Android, iOS"
19285,PC
19385,PC
9865,"macOS, PC, Linux, iOS"
16133,"macOS, PC"
21314,PC
20416,PC
13325,"PC, macOS, Linux"
215,"Android, PC, iOS"
11919,"PC, Linux, macOS"
975600,PC
16929,"Linux, macOS, PC"
40471,PC
56083,"GameCube, Xbox, PlayStation 2, PC"
9941,"iOS, PC, Linux, Nintendo Switch, Android"
20248,PC
892962,PC
12052,"macOS, PC, Linux"
15231,"PC, Linux"
704788,"PC, Xbox Series S/X, macOS"
850702,"PC, PlayStation 5"
13528,"iOS, PC, Linux, Android, macOS"
14491,PC
2241,"PC, Android, iOS"
428960,"PC, macOS"
63549,"PC, macOS"
14999,"macOS, PC, Linux"
14806,"macOS, PC, Linux"
11110,"macOS, PC"
60249,"PC, macOS"
16212,PC
722618,PC
22444,"PC, iOS"
16025,PC
553116,"iOS, PC"
21264,"macOS, PC"
45230,PC
23474,PC
50744,"macOS, PC"
605610,PC
21824,PC
15698,"macOS, PC, Linux"
16956,"macOS, PC, Linux"
21245,"macOS, PC"
20761,"Android, Linux, macOS, PC, iOS"
16428,"PC, macOS"
8760,"iOS, Android, PC"
12564,PC
505839,"macOS, PC, iOS, Android"
15997,PC
16423,"PC, macOS"
29176,PC
50338,PC
21754,PC
32186,"Linux, PlayStation 2, Classic Macintosh, Dreamcast, PC"
17532,"macOS, PC"
19761,PC
18256,PC
20857,PC
13772,"macOS, PC"
19308,PC
13860,PC
19662,PC
14279,PC
12882,PC
14104,"PC, Linux"
18086,PC
20617,"Atari ST, Classic Macintosh, SNES, Commodore / Amiga, Genesis, PC, macOS, Linux"
67508,"iOS, Android, PC"
366843,"PlayStation 5, PC, Xbox Series S/X"
638647,"PC, macOS, Linux, Nintendo Switch"
20171,"macOS, PC"
51091,"Classic Macintosh, Commodore / Amiga, Game Boy, NES, SNES, Genesis, Linux, Game Gear, macOS, PC"
13689,PC
16970,"PC, macOS, iOS, Android, Linux"
20769,"macOS, PC"
17053,PC
19631,"macOS, PC, Linux"
16521,"macOS, Linux, PC"
10700,PC
20061,"iOS, PC, Linux, Android, macOS"
60792,PC
16957,"PC, macOS, Linux"
15397,PC
339241,PC
13192,"macOS, PC, Linux"
22957,"PC, macOS"
162987,PC
484894,PC
15149,"macOS, PC"
16697,"PC, macOS"
23668,PC
43930,PC
17611,"Linux, macOS, PC"
14136,PC
15796,"macOS, PC"
19177,"Nintendo Switch, Android, PC, Linux, macOS, iOS"
30362,PC
457728,"PC, Xbox Series S/X, PlayStation 5"
490449,PC
15912,PC
19298,PC
46092,"macOS, PC"
11524,"macOS, PC"
6220,"macOS, PC, Android, iOS"
542578,"macOS, PC"
19756,PC
17891,"PC, macOS, Linux, Classic Macintosh"
516122,"PC, Nintendo Switch"
12552,PC
6744,"Android, iOS, PC, macOS"
3324,"PS Vita, PC"
14103,"Linux, PC, macOS"
19553,"PC, macOS"
22379,"macOS, Linux, Nintendo Switch, Android, PC"
11382,"Linux, PC, macOS"
43621,PC
10764,"PC, Linux, Android, iOS, macOS"
34779,"PlayStation 2, Xbox, GameCube, PC"
11542,PC
484577,"Linux, macOS, PC"
3074,"Android, iOS, PC, macOS"
11733,"macOS, PC"
15589,PC
18939,"macOS, PC"
16568,PC
852781,"iOS, PC, Nintendo Switch"
13702,"Linux, macOS, PC"
18597,PC
47341,"Android, PC, Linux, macOS"
479634,"PC, macOS"
15684,"macOS, PC, Linux"
5933,"iOS, Linux, macOS, PC"
17879,PC
9547,"PC, macOS, Linux"
21673,PC
32697,PC
17981,"macOS, PC, Linux"
10793,"macOS, PC"
30501,"Commodore / Amiga, Atari ST, PC, Atari Lynx, NES"
20648,PC
16206,PC
19288,PC
14770,PC
277925,"macOS, PC"
17987,"macOS, PC, Linux"
350543,"PC, macOS"
10813,PC
15420,"macOS, PC, Linux"
20373,"Linux, macOS, PC"
16769,PC
12274,"Linux, PC"
17839,"PC, macOS, Linux"
16795,PC
13973,PC
522982,"macOS, PC"
15970,"PC, PlayStation 2, Android, iOS, PSP"
10924,PC
37136,PC
44662,PC
16735,"PC, macOS, Linux, Android"
5467,"PSP, PC"
17749,"macOS, PC, Linux"
21303,PC
16169,"Linux, macOS, PC"
17385,PC
17853,"PC, macOS, Linux"
21446,PC
722688,"PC, Nintendo Switch"
18924,PC
2103,"Linux, macOS, Android, PC, iOS"
14236,"PC, Linux, macOS"
17139,"macOS, iOS, Classic Macintosh, Linux, PC"
29429,"Game Boy, PlayStation, Game Boy Color, Nintendo 64, PC"
18413,PC
391403,PC
18268,"macOS, PC"
17610,PC
19399,"PC, macOS"
10089,"PC, macOS"
18870,PC
13947,PC
19178,"PC, macOS"
21112,PC
5757,"Wii U, PC, macOS, Android, iOS"
12458,PC
36649,PC
21056,PC
10201,"PC, macOS"
502171,"PC, iOS"
19700,"PC, Xbox"
20845,PC
484886,PC
29590,"macOS, PC"
8042,"iOS, PC, macOS, Linux, Android"
14277,PC
18915,"macOS, PC, Linux"
11849,PC
17739,"Android, macOS, iOS, PC"
50824,"PC, macOS"
12007,"macOS, PC, Linux"
41458,"PC, macOS"
15784,"Linux, macOS, PC"
20943,PC
40689,PC
17475,PC
11552,PC
292963,PC
20356,PC
261226,"PC, macOS"
10806,PC
304206,"Nintendo Switch, PC"
15993,"PC, macOS"
7598,"PC, Android, iOS"
10952,"macOS, PC"
14740,"iOS, PC, Linux, macOS"
13758,"macOS, PC, Linux"
61131,"Linux, PC"
9519,PC
16514,"PC, macOS, Linux"
19478,"Linux, PC"
12271,PC
12411,PC
320375,PC
19461,"PC, macOS, Linux"
557738,"iOS, PC"
14745,PC
61585,"macOS, Nintendo Switch, Android, PC, Linux, iOS"
18605,PC
20490,PC
9930,PC
46063,PC
53377,"PC, Xbox, GameCube, Game Boy Advance, Classic Macintosh, PlayStation 2"
14257,"Linux, PC, iOS, macOS"
16930,PC
17767,PC
10788,PC
468,"Nintendo Switch, iOS, PC, macOS, Linux, Android"
17671,PC
20116,PC
17021,"PC, Linux, macOS"
16559,"PC, Linux"
36850,"PC, macOS"
12824,"macOS, PC, Android, iOS"
16579,"Linux, macOS, PC"
30745,"PC, Commodore / Amiga, Genesis"
16419,"PC, macOS"
644781,"PC, iOS"
12617,"Linux, PC, macOS"
11232,PC
4755,"PC, PlayStation"
10897,"macOS, PC"
6875,"PC, iOS, Android, Nintendo Switch"
61849,"PC, macOS, Linux"
619867,"PC, Xbox Series S/X, PlayStation 5"
18860,PC
14142,PC
10067,PC
20925,"PC, macOS"
18199,"macOS, PC, Linux"
11513,"macOS, Linux, PC"
19746,"PC, Linux"
19688,PC
367083,"Linux, macOS, PC"
17798,PC
15757,PC
19319,PC
18262,PC
1956,"iOS, PC, Android"
16126,PC
12502,PC
389,"Android, iOS, Linux, macOS, PC"
2645,"macOS, PC, Android, iOS"
30504,"PC, PlayStation"
497976,"PC, macOS, Linux"
19698,PC
21449,PC
528725,"macOS, PC, Linux"
17011,"PC, Android, macOS, Linux"
471025,"PC, Xbox Series S/X"
934079,"PC, Xbox Series S/X, PlayStation 5"
9444,PC
20178,PC
21490,"PC, Android, iOS"
20774,"PC, macOS"
17254,"PC, macOS, Linux, Android, Classic Macintosh, Genesis, SNES"
13414,"Nintendo Switch, Linux, macOS, PC"
32402,PC
16775,PC
37851,PC
19674,PC
20009,"macOS, PC"
19179,"Nintendo Switch, Android, PC, Linux, iOS, macOS"
18404,"Linux, macOS, PC"
21678,PC
46866,PC
16410,PC
21461,PC
32974,PC
18430,"Linux, macOS, PC"
2930,"Nintendo 3DS, Nintendo Switch, iOS, PC"
14856,PC
13638,PC
15889,"macOS, PC"
64111,"macOS, PC, Linux, iOS, Android"
185388,PC
36455,"PlayStation 2, Xbox, GameCube, PC"
10640,PC
540036,PC
725781,PC
9594,PC
16797,"macOS, PC"
16527,PC
13043,"Nintendo Switch, PC, macOS, Linux, iOS"
21515,"macOS, Linux, PC"
469031,"Linux, PC, iOS, macOS"
380862,"Nintendo Switch, PC"
18674,PC
22876,PC
37059,PC
802435,"PC, PlayStation 5"
579580,PC
11541,PC
21280,PC
11355,PC
10877,"macOS, PC, Linux, Nintendo Switch"
13532,"Linux, PC"
53381,"PlayStation 2, PC, Game Boy Advance, Classic Macintosh, Xbox, GameCube"
21272,PC
31482,"macOS, iOS, Game Boy Color, PlayStation, PC"
21078,PC
20110,PC
20584,"macOS, PC, Linux"
383496,PC
17811,"macOS, PC, Linux"
19845,"Linux, macOS, PC"
9942,"Linux, PC, macOS"
19858,"Linux, macOS, PC, Android"
22441,PC
12200,"macOS, PC, Linux"
14278,PC
2232,"Android, PC, macOS, iOS"
61847,PC
1479,"iOS, macOS, PC"
12254,PC
44484,PC
15074,PC
10383,"iOS, PC, macOS, Linux"
13974,PC
1577,"Android, PS Vita, PC, macOS, iOS"
15930,"macOS, PC, Linux"
476122,PlayStation 5
17069,"macOS, PC"
20100,PC
16412,"PlayStation, macOS, PC"
53945,"PC, NES, Commodore / Amiga"
720937,PC
708980,PC
3372,"PS Vita, PC, Linux, macOS"
62553,"macOS, PC"
11991,PC
14565,"Linux, PC, macOS"
47155,"Android, PC, iOS"
17657,PC
960873,"PC, PlayStation 5, Xbox Series S/X, Nintendo Switch"
12491,PC
17029,PC
15461,"PC, macOS, Linux"
6905,"Wii U, Linux, iOS, PC, macOS"
11722,PC
10138,"macOS, PC, Linux"
17282,PC
39053,PC
11498,"PC, PSP"
19367,"Wii, PC, PlayStation 2, Dreamcast"
974482,"Linux, PC"
17283,PC
16834,"PC, macOS"
14854,"macOS, PC, Linux"
20647,PC
325032,PC
19286,"Xbox, PlayStation 2, Wii, PC"
19172,"PC, Linux, macOS"
7563,"iOS, PC, Linux, macOS"
270730,PC
714895,PC
743469,PC
21236,"Android, macOS, PC"
59081,"PC, Android, iOS"
17860,"macOS, PC, Linux"
62638,PC
686812,"PC, iOS, Nintendo Switch"
36096,"PC, Xbox"
9055,"Nintendo Switch, PC, Android, Linux, macOS, iOS"
21703,PC
50410,"PC, macOS"
14643,PC
303589,"Linux, PC, macOS"
36941,PC
19531,"PC, iOS, Android, Linux, macOS"
10844,PC
16276,"PC, macOS, Linux"
14509,PC
12329,"PC, macOS, Linux"
20587,PC
13036,PC
41647,PC
12792,PC
30373,PC
38731,PC
17140,"Classic Macintosh, PC, macOS, Linux"
16257,PC
268333,PC
10298,PC
17033,PC
25449,"Wii, PlayStation 2, PC"
806954,PC
428303,PC
19316,PC
619898,PC
22902,PC
18270,"iOS, PC"
14942,"macOS, PC, Linux"
17933,"macOS, PC, Linux"
17396,"macOS, PC, Linux"
22478,PC
17725,PC
36542,"PC, Xbox, PlayStation 2"
35963,"Xbox, PC, PlayStation 2"
50603,PC
20798,PC
14853,"PC, Linux"
14697,PC
15800,"macOS, PC"
15439,"Wii U, Nintendo 3DS, Nintendo Switch, macOS, PC"
10761,PC
959953,"iOS, PC"
17031,PC
18874,"Nintendo Switch, macOS, PC, Linux"
22796,"PC, macOS"
20103,PC
484913,PC
14813,"PC, macOS, Linux"
15436,PC
19853,"macOS, PC, Linux"
24948,"GameCube, Xbox, PSP, PC, PlayStation 2"
31341,"PC, macOS"
22910,PC
17430,PC
13152,"macOS, PC, Linux"
20320,PC
49909,PC
5836,"PlayStation, PC, Android, iOS"
20104,PC
29696,PC
29373,PC
10084,"Nintendo Switch, PC"
16926,PC
18023,"PC, macOS, Linux"
553075,PC
19737,"Nintendo Switch, Linux, macOS, PC"
38945,"macOS, PC"
12482,PC
13889,"PC, Nintendo Switch"
13324,PC
15494,PC
16858,"macOS, PC, Linux"
17779,"macOS, Linux, PC"
35351,PC
304273,PC
10644,PC
12137,PC
13844,"Linux, macOS, PC"
18141,"macOS, PC, Linux"
861285,"Linux, macOS, PC"
91642,PC
421699,PC
22629,PC
19629,PC
898351,"PlayStation 5, Xbox Series S/X, PC"
20137,"PC, macOS, iOS"
9709,"macOS, PC, Linux"
9667,"Linux, macOS, PC, iOS, Android"
11424,PC
16508,"macOS, PC, Linux"
21637,PC
17098,"macOS, PC"
58819,PC
13139,"PC, Linux"
9844,"macOS, PC"
18230,PC
9468,"PS Vita, Nintendo Switch, Linux, PC, macOS"
17881,"PC, macOS, Linux"
20121,PC
18719,PC
13591,PC
14153,PC
12917,"PC, Linux"
18675,PC
9818,PC
8093,"PC, Wii U, iOS, Linux, macOS"
37032,PC
783865,PC
370216,"Nintendo Switch, PC, macOS"
31495,"iOS, PC, macOS"
22409,PC
491512,"iOS, PC"
18296,"macOS, PC, Linux"
19557,"PC, iOS"
46970,PC
455513,PC
15472,"macOS, PC"
891532,PlayStation 5
279033,"Android, macOS, PC, iOS"
375282,"macOS, Linux, PC"
16220,"PC, iOS"
21616,PC
13368,PC
368,"iOS, PC, Android"
17634,PC
17992,"macOS, iOS, PC"
13186,"Linux, macOS, PC, iOS"
257189,"PC, macOS"
36858,PC
15527,PC
14659,PC
60633,PC
14004,"Xbox, PC"
992,"PS Vita, PC"
11544,PC
22576,PC
570171,"PC, macOS, Linux, Nintendo Switch"
61004,"PC, macOS, iOS"
39187,PC
387244,PC
796094,PC
12690,PC
22318,PC
17212,"macOS, PC, Linux"
16298,PC
19755,PC
17260,"Android, Linux, PC"
1055,"macOS, PC, Linux, Android, iOS"
14652,PC
16529,PC
15343,PC
20007,PC
14228,PC
571689,PC
617209,"PC, Xbox Series S/X"
965470,"Linux, PC"
980502,"PC, PlayStation 5, Xbox Series S/X"
37923,PC
46058,PC
13716,PC
16558,"PC, Linux"
34811,"PC, GameCube, iOS, Android"
17939,"macOS, PC"
62238,"Linux, macOS, PC, Nintendo Switch"
35818,"GameCube, Xbox, Game Boy Advance, PC, PlayStation 2"
17045,"Linux, PC, macOS"
571696,"PC, Nintendo Switch"
19344,PC
19918,"macOS, PC, Linux"
277932,PC
15745,"macOS, PC, Linux"
19849,PC
20355,"Android, macOS, PC"
20023,"iOS, PC, macOS, Linux, Android"
428046,"macOS, PC"
22346,"PC, macOS, Linux"
13492,"PC, Linux"
58920,"PC, iOS, Nintendo DS, PS Vita"
53461,"Game Boy Advance, iOS, PC, Nintendo 3DS, Nintendo DS, Wii, Android"
616690,"PC, PlayStation 5, Xbox Series S/X"
5883,"Nintendo 3DS, PC, iOS, Android"
17141,"Classic Macintosh, PC, macOS, Linux"
13908,"macOS, PC, Linux"
11100,PC
20651,"PC, iOS, macOS"
387242,"Linux, macOS, PC"
18079,"iOS, Wii U, PC, Linux, macOS"
1515,"PC, iOS, macOS"
13612,"PC, iOS, Android, Linux, macOS"
11023,"macOS, PC, Linux"
914795,PC
21241,PC
16598,PC
15445,PC
20107,PC
8096,"PC, Linux, macOS, iOS"
20197,PC
14102,"macOS, PC, Linux"
827,"macOS, Android, PC, iOS"
17895,"macOS, PC, Linux"
19498,PC
11906,"PC, iOS"
36390,"PC, PlayStation 2, Xbox"
17541,PC
35072,PC
10561,PC
18341,PC
15593,PC
7087,"PC, Android, Classic Macintosh, iOS, macOS, Linux"
254576,PC
21460,"macOS, PC"
15334,"iOS, PC, macOS, Linux, Android"
16447,PC
14090,PC
22872,"Dreamcast, PlayStation, PC"
269532,"iOS, PC"
12394,PC
51622,PC
6320,"PC, iOS, macOS"
16522,"macOS, PC, Linux"
20772,"macOS, PC"
537745,PC
14741,PC
311735,"PC, macOS, Linux"
13033,PC
14577,PC
20214,PC
20780,"PC, macOS"
994603,"PlayStation 5, Xbox Series S/X, PC"
16628,"macOS, PC, Android, iOS"
49941,PC
19575,PC
257385,PC
254547,"Linux, PC, macOS"
20198,PC
13125,PC
22427,PC
536941,PC
969496,PC
15795,"macOS, PC"
12974,"Web, macOS, PC"
5143,"Dreamcast, PlayStation, PC"
269354,"PC, macOS, Linux, Android, iOS"
22792,"PC, macOS"
46979,PC
18282,PC
15897,PC
270757,"macOS, PC"
17821,"PC, Linux, macOS"
17943,"PC, macOS, Linux"
16643,PC
14769,PC
17709,"PC, Linux"
3778,"PS Vita, macOS, PC"
392411,PC
427892,PC
19260,"macOS, PC, Linux"
29839,"macOS, PC, Atari ST, Classic Macintosh, SEGA CD, Commodore / Amiga"
15476,"macOS, PC, Linux"
13239,PC
19529,"PC, macOS"
16910,"macOS, PC, Linux"
20663,PC
10636,PC
17786,"PC, macOS, Linux"
16433,PC
32232,"Classic Macintosh, iOS, PC, macOS, PlayStation, Android"
9762,"macOS, PC, Linux"
311820,"iOS, PC, Android"
9851,PC
17619,"macOS, Linux, PC"
61030,PC
16459,PC
59861,PC
274763,PC
51143,PC
14691,"Linux, Nintendo Switch, PC, Android, macOS, iOS"
18528,"Linux, macOS, PC"
804768,PC
16509,PC
13160,PC
6579,"Android, macOS, PC, Linux, iOS"
748636,"iOS, PC, macOS, Linux"
40086,PC
16054,"macOS, PC"
44300,PC
15734,PC
17797,"macOS, PC, Linux"
38286,PC
50771,PC
15173,PC
972995,"Xbox Series S/X, PlayStation 5"
295080,PC
19171,"macOS, PC, Linux"
14880,"PC, macOS, Linux"
12592,PC
28170,PC
2105,"macOS, PC, iOS"
13277,"macOS, PC, iOS"
802455,PC
34772,PC
30666,PC
802170,PC
21147,"macOS, PC"
18547,PC
12034,PC
65336,PC
892898,"PlayStation 5, Xbox Series S/X, PC"
23522,"Linux, PC"
20095,PC
7548,"iOS, macOS, PC"
484716,PC
19589,PC
18630,PC
1300,"PC, Android, iOS"
15303,"PC, Linux, macOS"
966216,"PC, Nintendo Switch"
409543,PC
5145,"macOS, PC, PSP"
351003,"Linux, macOS, PC"
20467,"PC, macOS"
16900,"macOS, PC"
15508,"macOS, PC, Linux"
5808,"Android, macOS, PC, iOS"
7527,"Linux, macOS, Android, iOS, PC"
961200,"PC, PlayStation 5, Xbox Series S/X"
377842,PC
15665,"PC, macOS, Linux"
21727,"iOS, PC, macOS"
17497,"Nintendo Switch, Linux, PC, iOS, macOS"
10114,"Nintendo Switch, PC, Linux, macOS"
16632,"Linux, macOS, PC"
8665,"iOS, PC, macOS"
29276,PC
9809,"Linux, macOS, PC"
14975,"Genesis, Game Gear, SEGA Master System, Classic Macintosh, Android, Nintendo 3DS, PC, iOS, Wii, Linux"
17397,PC
32989,"PC, PlayStation 2, Xbox, GameCube"
22959,PC
619944,PC
13607,"PC, macOS, Linux"
20638,PC
40276,PC
21047,PC
16269,PC
14941,"Linux, macOS, PC"
16574,PC
60247,PC
840789,PC
42744,"PC, Linux, macOS"
21432,PC
52879,"Nintendo 64, PlayStation, PC"
15679,"PC, macOS, Linux"
496696,PC
20902,PC
19282,PC
34801,"GameCube, Xbox, PlayStation 2, PC"
21031,PC
17144,"Linux, macOS, iOS, PC"
428077,PC
17492,"PC, macOS, Linux"
18456,"macOS, PC, Linux"
11932,PC
22463,PC
51170,"macOS, PC"
12441,PC
616677,"PC, PlayStation 5, Xbox Series S/X"
20111,PC
393544,PC
60769,"Nintendo Switch, macOS, PC"
18816,PC
23400,PC
17592,PC
17259,PC
11241,"macOS, PC, Linux"
53460,"PC, Game Boy Advance, Android, Wii, Nintendo DS, iOS"
17383,"Android, Linux, macOS, PC"
493434,PC
13545,PC
17143,"macOS, PC, Linux"
14226,PC
13838,PC
399391,PC
15667,PC
21159,PC
758571,PC
16327,"PC, iOS"
16690,PC
964000,"Xbox Series S/X, PlayStation 5, PC"
16767,PC
18496,PC
18829,PC
13486,PC
15512,"3DO, Classic Macintosh, iOS, PC"
16139,PC
13006,"Linux, macOS, PC"
17886,PC
22402,PC
11280,PC
16418,PC
23570,PC
46930,"Android, PC, iOS"
53506,"PC, Game Boy Advance, PlayStation, SNES, Genesis"
19170,PC
30025,"PC, iOS"
37212,PC
17580,"macOS, Linux, PC"
30799,"Android, PC, macOS"
18273,"macOS, PC"
481889,PC
9848,PC
9517,"macOS, Linux, PC"
17489,"PC, macOS, Linux"
383623,"Nintendo Switch, PC"
16425,"iOS, Android, macOS, Linux, PC"
18930,"PC, macOS, Linux"
12181,"PC, Linux, macOS"
16601,PC
15405,"PC, macOS"
13494,"PC, Linux"
31397,"Classic Macintosh, PC"
270657,PC
18034,"Linux, macOS, PC, Android"
2009,"iOS, PC, Android"
578182,"PlayStation 5, Xbox Series S/X, PC, Nintendo Switch"
12058,"Nintendo Switch, PC"
830039,"PC, Nintendo Switch"
24961,"PlayStation 2, Game Boy Advance, Xbox, Nintendo DS, PC, GameCube"
15843,"macOS, PC, Linux"
59868,PC
667649,"PC, PlayStation 5, Xbox Series S/X"
23189,"macOS, Linux, PC"
17872,"PC, macOS, Linux"
334539,"iOS, macOS, PC"
46689,"macOS, PC"
768,"PC, iOS"
29279,PC
22540,PC
17635,"Linux, macOS, PC"
690727,PC
849517,"PlayStation 5, PC, Xbox Series S/X"
13762,PC
44054,PC
23630,PC
341329,PC
807136,PC
60871,"Android, iOS, PC, macOS"
354377,"Android, iOS, PC"
39685,"PC, macOS"
16876,PC
16307,"PC, iOS"
14407,"macOS, PC, iOS"
45944,PC
11119,"PC, Linux, macOS"
18696,"PC, Wii"
15205,PC
14552,PC
59304,"Android, PC, iOS"
20745,PC
18548,"macOS, PC"
17003,"PC, Linux, iOS, macOS"
1616,"macOS, Android, PC, iOS"
52169,"iOS, macOS, Android, PC"
15630,PC
18878,PC
23497,PC
15715,"macOS, PC"
20402,"Linux, PC, macOS"
11645,PC
16105,PC
18627,PC
62775,"PC, macOS"
